SJ_Weight_AGG BIN 6,holding_register,6888,Float,FALSE
SJ_Weight_CEM BIN 1,holding_register,6894,Float,FALSE
SJ_Weight_CEM BIN 2,holding_register,6892,Float,FALSE
SJ_Weight_CEM BIN 3,holding_register,6900,Float,FALSE
SJ_Weight_CEM BIN 4,holding_register,6908,Float,FALSE
SJ_Weight_ADMIX 1,holding_register,37880,Float,FALSE
SJ_Weight_ADMIX 2,holding_register,37882,Float,FALSE
SJ_Weight_WATER 1,holding_register,6916,Float,FALSE
SJ_Weight_WATER 2,holding_register,6922,Float,FALSE
SL_Time_AGG BIN 1,holding_register,6852,U32,FALSE
SL_Time_AGG BIN 2,holding_register,6860,U32,FALSE
SL_Time_AGG BIN 3,holding_register,6868,U32,FALSE
SL_Time_AGG BIN 4,holding_register,6876,U32,FALSE
SL_Time_AGG BIN 5,holding_register,6884,U32,FALSE
SL_Time_AGG BIN 6,holding_register,6892,U32,FALSE
SL_Time_CEM BIN 1,holding_register,6888,U32,FALSE
SL_Time_CEM BIN 2,holding_register,6896,U32,FALSE
SL_Time_CEM BIN 3,holding_register,6904,U32,FALSE
SL_Time_CEM BIN 4,holding_register,6912,U32,FALSE
SL_Time_ADMIX 1,holding_register,37898,U32,FALSE
SL_Time_ADMIX 2,holding_register,37899,U32,FALSE
SL_Time_WATER 1,holding_register,6920,U32,FALSE
SL_Time_WATER 2,holding_register,6926,U32,FALSE
Tolerance_AGG BIN 1,holding_register,37902,Float,FALSE
Tolerance_AGG BIN 2,holding_register,37904,Float,FALSE
Tolerance_AGG BIN 3,holding_register,37906,Float,FALSE
Tolerance_AGG BIN 4,holding_register,37908,Float,FALSE
Tolerance_AGG BIN 5,holding_register,37910,Float,FALSE
Tolerance_AGG BIN 6,holding_register,37912,Float,FALSE
Tolerance_CEM BIN 1,holding_register,37914,Float,FALSE
Tolerance_CEM BIN 2,holding_register,37916,Float,FALSE
Tolerance_CEM BIN 3,holding_register,37918,Float,FALSE
Tolerance_CEM BIN 4,holding_register,37920,Float,FALSE
Tolerance_ADMIX 1,holding_register,37922,Float,FALSE
Tolerance_ADMIX 2,holding_register,37924,Float,FALSE
Tolerance_WATER 1,holding_register,37926,Float,FALSE
Tolerance_WATER 2,holding_register,37928,Float,FALSE
FW_AGG BIN 1,holding_register,37930,Float,FALSE
FW_AGG BIN 2,holding_register,37932,Float,FALSE
FW_AGG BIN 3,holding_register,37934,Float,FALSE
FW_AGG BIN 4,holding_register,37936,Float,FALSE
FW_AGG BIN 5,holding_register,37938,Float,FALSE
FW_AGG BIN 6,holding_register,37940,Float,FALSE
FW_CEM BIN 1,holding_register,37942,Float,FALSE
FW_CEM BIN 2,holding_register,37944,Float,FALSE
FW_CEM BIN 3,holding_register,37946,Float,FALSE
FW_CEM BIN 4,holding_register,37948,Float,FALSE
FW_ADMIX 1,holding_register,37950,Float,FALSE
FW_ADMIX 2,holding_register,37952,Float,FALSE
FW_WATER 1,holding_register,37954,Float,FALSE
FW_WATER 2,holding_register,37956,Float,FALSE
HOURS,holding_register,37906,U32,FALSE
MINS,holding_register,37908,U32,FALSE
SECS,holding_register,37910,U32,FALSE
MIXER CAPACITY ,holding_register,37912,Float,FALSE
MIXING TIME,holding_register,37914,I32,FALSE
FULL DIS. TIME,holding_register,37915,I32,FALSE
HALF DIS. TIME,holding_register,37916,I32,FALSE
VECHILE CAPACITY,holding_register,37918,Float,FALSE
GREASE PUMP ON TIME,holding_register,37920,I32,FALSE
GREASE PUMP OFF TIME,holding_register,37921,I32,FALSE
MS_AGG 1,holding_register,37922,Float,FALSE
MS_AGG2,holding_register,37924,Float,FALSE
MS_AGG3,holding_register,37926,Float,FALSE
MS_AGG4,holding_register,37928,Float,FALSE
MS_AGG5,holding_register,37930,Float,FALSE
MS_AGG6,holding_register,37932,Float,FALSE
MIXER MINIMUM CAPACITY ,holding_register,37934,Float,FALSE
MIXER MAX CAPACITY,holding_register,37936,Float,FALSE
MIXER delta on time,holding_register,37938,I32,FALSE
MIXER GATE CLOSE FAULT,holding_register,37939,I32,FALSE
CLOSE TO HALF OPEN TIME,holding_register,37940,I32,FALSE
MIXER GATE OPEN FAULT,holding_register,38293,,FALSE
BELT TRANSFER TIME,holding_register,37941,I32,FALSE
MD_AGG BIN 1,holding_register,38768,Float,FALSE
MD_AGG BIN 2,holding_register,38770,Float,FALSE
MD_AGG BIN 3,holding_register,38772,Float,FALSE
MD_AGG BIN 4,holding_register,38774,Float,FALSE
MD_AGG BIN 5,holding_register,38776,Float,FALSE
MD_AGG BIN 6,holding_register,38778,Float,FALSE
MD_CEM BIN 1,holding_register,38780,Float,FALSE
MD_CEM BIN 2,holding_register,38782,Float,FALSE
MD_CEM BIN 3,holding_register,38784,Float,FALSE
MD_CEM BIN 4,holding_register,38786,Float,FALSE
MD_ADMIX 1,holding_register,38788,Float,FALSE
MD_ADMIX 2,holding_register,38790,Float,FALSE
MD_WATER 1,holding_register,38792,Float,FALSE
MD_WATER 2,holding_register,38794,Float,FALSE
MODE ,coil,47534,Bool,NULL
Water_WEIGHING,coil,47541,Bool,NULL
Water_PULSING,coil,47542,Bool,NULL
Water_IN CMT,coil,47543,Bool,NULL
WT_INLINER,coil,47538,Bool,NULL
WT_STAR BIN,coil,47539,Bool,NULL
WT_SQUARE,coil,47540,Bool,NULL
WT_WEIGHING,coil,47544,Bool,NULL
WT_PULSING,coil,47545,Bool,NULL
WT_TIMING,coil,47546,Bool,NULL
OP_surface ,coil,47536,Bool,NULL
OP_absorption,coil,47537,Bool,NULL
Alarm_TERMINATE ,coil,2418,Bool,NULL
Alarm_ACCEPT,coil,2419,Bool,NULL
AGGREGATE CALIBRATION FAULT,coil,2848,Bool,NULL
CEMENT CALIBRATION FAULT,coil,2849,Bool,NULL
WATER CALIBRATION FAULT,coil,2850,Bool,NULL
ADMIXTURE CALIBRATION FAULT,coil,2851,Bool,NULL
AGGREGATE FILLING FAULT,coil,2852,Bool,NULL
CEMENT FILLING FAULT,coil,2853,Bool,NULL
WATER FILLING FAULT,coil,2854,Bool,NULL
ADMIXTURE FILLING FAULT,coil,2855,Bool,NULL
AGGREGATE DISCHARGE FAULT,coil,2856,Bool,NULL
CEMENT DISCHARGE FAULT,coil,2857,Bool,NULL
WATER DISCHARGE FAULT,coil,2858,Bool,NULL
